Format,OpenLAP Export
Venue,blue max
Vehicle,FE12
Driver,OpenLap
Device
Comment
Date,06/09/2025
Time,02:59:18
Frequency,50





distance,time,speed_max,elevation,speed,long_acc,lat_acc,sum_acc,Fz_aero,Fx_aero,Fz_mass
distance,time,speed_max,elevation,speed,long_acc,lat_acc,sum_acc,Fz_aero,Fx_aero,Fz_mass
m,s,m/s,m,m/s,m/s/s,m/s/s,m/s/s,N,N,N


105.455688,3.500000,32.125965,0.000000,17.488935,-10.183696,5.036572,11.363306,529.121643,241.602020,-2648.699951
105.828186,3.520000,33.236851,0.000000,17.282917,-10.331943,4.674858,11.344168,516.745483,235.950958,-2648.699951
106.196381,3.540000,31.841818,0.000000,17.088982,-9.988794,5.294565,11.525214,505.184235,230.671997,-2648.699951
106.551270,3.560000,22.282097,0.000000,16.938499,-7.977828,9.049848,12.245142,496.325195,226.626862,-2648.699951
106.895248,3.580000,18.424763,0.000000,16.908152,-3.040245,11.880584,13.023104,494.538513,225.811050,-2648.699951
107.236122,3.600000,17.163517,0.000000,16.908152,0.948350,13.180192,13.236526,494.538513,225.811050,-2648.699951
107.576408,3.620000,17.849140,0.000000,16.908152,2.092326,12.293582,12.474068,494.538513,225.811050,-2648.699951
107.917503,3.640000,18.723850,0.000000,16.949394,2.746239,11.394559,11.732899,496.955444,226.914642,-2648.699951
108.259628,3.660000,19.735884,0.000000,17.002424,3.286061,10.485934,10.999842,500.071594,228.337524,-2648.699951
108.602982,3.680000,20.901506,0.000000,17.065624,3.750422,9.569358,10.283974,503.794922,230.037613,-2648.699951
108.948517,3.700000,22.321728,0.000000,17.139894,4.209284,8.649728,9.627524,508.190063,232.044479,-2648.699951
109.296646,3.720000,24.090889,0.000000,17.224411,4.618914,7.728258,9.019377,513.217651,234.340118,-2648.699951
109.647202,3.740000,26.279606,0.000000,17.316605,5.000574,6.798286,8.456390,518.726868,236.855698,-2648.699951
110.000443,3.760000,29.051159,0.000000,17.416298,5.373439,5.852356,7.954163,524.713074,239.589035,-2648.699951
110.357597,3.780000,33.074059,0.000000,17.525053,5.822185,4.863326,7.599402,531.287598,242.591064,-2648.699951
110.718872,3.800000,39.816841,0.000000,17.644157,6.092778,3.793947,7.203319,538.538574,245.901917,-2648.699951
111.078712,3.820000,45.706856,0.000000,17.767448,6.250574,3.075264,6.971704,546.092285,249.351013,-2648.699951
111.435684,3.840000,46.627487,0.000000,17.892303,6.266106,3.042449,6.977862,553.792297,252.866913,-2648.699951
111.790962,3.860000,40.420456,0.000000,18.017006,6.119555,3.790407,7.201687,561.533203,256.401489,-2648.699951
112.150887,3.880000,36.565578,0.000000,18.139111,5.988174,4.464404,7.473188,569.170959,259.888947,-2648.699951
112.515160,3.900000,33.352467,0.000000,18.258986,5.760956,5.210007,7.778441,576.722778,263.337158,-2648.699951
112.883125,3.920000,30.536802,0.000000,18.375114,5.476933,6.041935,8.170190,584.082458,266.697693,-2648.699951
113.252037,3.940000,28.041119,0.000000,18.378538,0.354681,6.887269,9.685495,584.306274,266.799866,-2648.699951
113.619286,3.960000,25.805511,0.000000,18.217594,-9.481974,7.706758,12.229019,574.112976,262.145538,-2648.699951
113.984398,3.980000,23.790329,0.000000,18.043726,-8.777735,8.613337,12.300835,563.199768,257.162445,-2648.699951
114.347351,4.000000,21.965687,0.000000,17.888882,-7.956013,9.688011,12.554246,553.582520,252.771149,-2648.699951
114.708862,4.020000,20.268639,0.000000,17.754831,-6.904213,10.944743,12.977753,545.316528,248.996780,-2648.699951
115.070419,4.040000,18.684166,0.000000,17.695038,-3.279907,12.508459,13.416105,541.640137,247.318115,-2648.699951
115.430649,4.060000,19.179806,0.000000,17.695038,1.614689,12.260764,12.544558,541.640137,247.318115,-2648.699951
115.786736,4.080000,29.547928,0.000000,17.710110,4.557600,7.817844,9.421571,542.565430,247.740616,-2648.699951
116.139389,4.099999,67.087128,0.000000,17.793541,6.635506,1.496328,6.802811,547.687561,250.079422,-2648.699951
116.496170,4.120000,53.695377,0.000000,17.926064,6.403708,2.427919,6.859409,555.880737,253.820496,-2648.699951
116.856323,4.140000,43.947289,0.000000,18.054338,6.201089,3.410183,7.095191,563.867249,257.467224,-2648.699951
117.219696,4.160000,37.106857,0.000000,18.178904,5.995640,4.441827,7.482367,571.675659,261.032593,-2648.699951
117.582657,4.180000,32.297497,0.000000,18.147236,-1.203784,5.422533,9.475995,569.694946,260.128235,-2648.699951
117.942719,4.200000,28.756926,0.000000,17.966707,-9.902914,6.335279,11.766951,558.417664,254.978882,-2648.699951
118.299660,4.220000,26.016800,0.000000,17.777210,-9.548769,7.245405,11.993831,546.692505,249.625061,-2648.699951
118.653534,4.240000,23.816858,0.000000,17.596127,-9.111493,8.171354,12.239143,535.602295,244.561142,-2648.699951
119.003937,4.260000,22.049908,0.000000,17.435890,-8.223040,9.135632,12.304887,525.899963,240.130981,-2648.699951
119.351654,4.280000,20.538517,0.000000,17.289989,-7.447588,10.130848,12.591731,517.138062,236.130219,-2648.699951
